date,time,count,bin,Location (recode),Location-id (recode)
27,19:18:25,69,116,SIS L2 Along SRs,SISL2
27,19:20:29,6,117,SIS L2 Along SRs,SISL2
27,19:20:30,55,117,SIS L2 Along SRs,SISL2
27,19:22:34,29,117,SIS L2 Along SRs,SISL2
27,19:22:35,34,117,SIS L2 Along SRs,SISL2
27,19:24:38,1,117,SIS L2 Along SRs,SISL2
27,19:24:39,50,117,SIS L2 Along SRs,SISL2
27,19:26:43,1,117,SIS L2 Along SRs,SISL2
27,19:26:44,46,117,SIS L2 Along SRs,SISL2
27,19:28:48,49,117,SIS L2 Along SRs,SISL2
27,19:30:52,1,118,SIS L2 Along SRs,SISL2
27,19:30:53,55,118,SIS L2 Along SRs,SISL2
27,19:32:57,57,118,SIS L2 Along SRs,SISL2
27,19:35:02,54,118,SIS L2 Along SRs,SISL2
27,19:37:06,63,118,SIS L2 Along SRs,SISL2
27,19:39:11,51,118,SIS L2 Along SRs,SISL2
27,19:41:16,59,119,SIS L2 Along SRs,SISL2
27,19:43:20,45,119,SIS L2 Along SRs,SISL2
27,19:45:25,47,119,SIS L2 Along SRs,SISL2
27,19:47:30,39,119,SIS L2 Along SRs,SISL2
27,19:49:34,6,119,SIS L2 Along SRs,SISL2
27,19:49:35,32,119,SIS L2 Along SRs,SISL2
27,19:51:39,7,120,SIS L2 Along SRs,SISL2
27,19:51:40,38,120,SIS L2 Along SRs,SISL2
27,19:53:44,50,120,SIS L2 Along SRs,SISL2
27,19:55:49,60,120,SIS L2 Along SRs,SISL2
27,19:57:53,52,120,SIS L2 Along SRs,SISL2
27,19:59:58,4,120,SIS L2 Along SRs,SISL2
27,19:59:59,46,120,SIS L2 Along SRs,SISL2
27,20:02:03,38,121,SIS L2 Along SRs,SISL2
27,20:04:08,42,121,SIS L2 Along SRs,SISL2
27,20:06:12,4,121,SIS L2 Along SRs,SISL2
27,20:06:13,47,121,SIS L2 Along SRs,SISL2
27,20:08:17,2,121,SIS L2 Along SRs,SISL2
27,20:08:18,44,121,SIS L2 Along SRs,SISL2
27,20:10:22,51,122,SIS L2 Along SRs,SISL2
27,20:12:27,53,122,SIS L2 Along SRs,SISL2
27,20:14:32,48,122,SIS L2 Along SRs,SISL2
27,20:16:37,35,122,SIS L2 Along SRs,SISL2
27,20:16:38,6,122,SIS L2 Along SRs,SISL2
27,20:18:42,41,122,SIS L2 Along SRs,SISL2
27,20:20:47,37,123,SIS L2 Along SRs,SISL2
27,20:22:52,9,123,SIS L2 Along SRs,SISL2
27,20:22:53,35,123,SIS L2 Along SRs,SISL2
27,20:24:57,40,123,SIS L2 Along SRs,SISL2
27,20:27:02,34,123,SIS L2 Along SRs,SISL2
27,20:29:07,39,123,SIS L2 Along SRs,SISL2
27,20:31:12,36,124,SIS L2 Along SRs,SISL2
27,20:33:21,33,124,SIS L2 Along SRs,SISL2
27,20:35:25,2,124,SIS L2 Along SRs,SISL2
27,20:35:26,29,124,SIS L2 Along SRs,SISL2
27,20:37:31,37,124,SIS L2 Along SRs,SISL2
27,20:39:36,46,124,SIS L2 Along SRs,SISL2
27,20:41:41,40,125,SIS L2 Along SRs,SISL2
27,20:43:46,41,125,SIS L2 Along SRs,SISL2
27,20:45:51,36,125,SIS L2 Along SRs,SISL2
27,20:47:56,34,125,SIS L2 Along SRs,SISL2
27,20:50:01,33,126,SIS L2 Along SRs,SISL2
27,20:52:06,40,126,SIS L2 Along SRs,SISL2
27,20:54:11,39,126,SIS L2 Along SRs,SISL2
27,20:56:16,6,126,SIS L2 Along SRs,SISL2
27,20:56:17,29,126,SIS L2 Along SRs,SISL2
27,20:58:21,35,126,SIS L2 Along SRs,SISL2
27,21:00:26,1,127,SIS L2 Along SRs,SISL2
27,21:00:27,35,127,SIS L2 Along SRs,SISL2
27,21:02:31,5,127,SIS L2 Along SRs,SISL2
27,21:02:32,34,127,SIS L2 Along SRs,SISL2
27,21:04:37,30,127,SIS L2 Along SRs,SISL2
27,21:06:42,30,127,SIS L2 Along SRs,SISL2
27,21:08:47,40,127,SIS L2 Along SRs,SISL2
27,21:10:52,38,128,SIS L2 Along SRs,SISL2
27,21:12:58,38,128,SIS L2 Along SRs,SISL2
27,21:15:02,1,128,SIS L2 Along SRs,SISL2
27,21:15:03,42,128,SIS L2 Along SRs,SISL2
27,21:17:08,43,128,SIS L2 Along SRs,SISL2
27,21:19:13,37,128,SIS L2 Along SRs,SISL2
27,21:21:18,4,129,SIS L2 Along SRs,SISL2
27,21:21:19,30,129,SIS L2 Along SRs,SISL2
27,21:23:24,1,129,SIS L2 Along SRs,SISL2
27,21:23:25,33,129,SIS L2 Along SRs,SISL2
27,21:25:29,1,129,SIS L2 Along SRs,SISL2
27,21:25:30,37,129,SIS L2 Along SRs,SISL2
27,21:27:34,1,129,SIS L2 Along SRs,SISL2
27,21:27:35,37,129,SIS L2 Along SRs,SISL2
27,21:29:40,40,129,SIS L2 Along SRs,SISL2
27,21:31:46,41,130,SIS L2 Along SRs,SISL2
27,21:33:51,42,130,SIS L2 Along SRs,SISL2
27,21:35:56,31,130,SIS L2 Along SRs,SISL2
27,21:38:02,34,130,SIS L2 Along SRs,SISL2
27,21:40:07,36,131,SIS L2 Along SRs,SISL2
27,21:42:12,31,131,SIS L2 Along SRs,SISL2
27,21:44:17,2,131,SIS L2 Along SRs,SISL2
27,21:44:18,23,131,SIS L2 Along SRs,SISL2
27,21:46:23,29,131,SIS L2 Along SRs,SISL2
27,21:48:28,32,131,SIS L2 Along SRs,SISL2
27,21:50:33,3,132,SIS L2 Along SRs,SISL2
27,21:50:34,32,132,SIS L2 Along SRs,SISL2
27,21:52:39,11,132,SIS L2 Along SRs,SISL2
27,21:52:40,18,132,SIS L2 Along SRs,SISL2
27,21:54:44,3,132,SIS L2 Along SRs,SISL2
27,21:54:45,25,132,SIS L2 Along SRs,SISL2
27,21:56:50,30,132,SIS L2 Along SRs,SISL2
27,21:58:55,1,132,SIS L2 Along SRs,SISL2
27,21:58:56,32,132,SIS L2 Along SRs,SISL2
27,22:01:00,2,133,SIS L2 Along SRs,SISL2
27,22:01:01,38,133,SIS L2 Along SRs,SISL2
27,22:03:07,39,133,SIS L2 Along SRs,SISL2
27,22:05:12,38,133,SIS L2 Along SRs,SISL2
27,22:07:17,34,133,SIS L2 Along SRs,SISL2
27,22:09:23,34,133,SIS L2 Along SRs,SISL2
27,22:11:28,33,134,SIS L2 Along SRs,SISL2
27,22:13:34,35,134,SIS L2 Along SRs,SISL2
27,22:15:39,15,134,SIS L2 Along SRs,SISL2
27,22:15:40,21,134,SIS L2 Along SRs,SISL2
27,22:17:45,36,134,SIS L2 Along SRs,SISL2
27,22:19:50,3,134,SIS L2 Along SRs,SISL2
27,22:19:51,30,134,SIS L2 Along SRs,SISL2
27,22:21:55,4,135,SIS L2 Along SRs,SISL2
27,22:21:56,30,135,SIS L2 Along SRs,SISL2
27,22:24:01,5,135,SIS L2 Along SRs,SISL2
27,22:24:02,26,135,SIS L2 Along SRs,SISL2
27,22:26:06,2,135,SIS L2 Along SRs,SISL2
27,22:26:07,27,135,SIS L2 Along SRs,SISL2
27,22:28:13,34,135,SIS L2 Along SRs,SISL2
27,22:30:18,16,136,SIS L2 Along SRs,SISL2
27,22:30:19,13,136,SIS L2 Along SRs,SISL2
27,22:32:24,25,136,SIS L2 Along SRs,SISL2
27,22:34:29,6,136,SIS L2 Along SRs,SISL2
27,22:34:30,16,136,SIS L2 Along SRs,SISL2
27,22:36:35,23,136,SIS L2 Along SRs,SISL2
27,22:38:40,4,136,SIS L2 Along SRs,SISL2
27,22:38:41,8,136,SIS L2 Along SRs,SISL2
27,22:40:46,3,137,SIS L2 Along SRs,SISL2
27,22:40:47,7,137,SIS L2 Along SRs,SISL2
27,22:42:52,16,137,SIS L2 Along SRs,SISL2
27,22:44:57,2,137,SIS L2 Along SRs,SISL2
27,22:44:58,16,137,SIS L2 Along SRs,SISL2
27,22:47:03,2,137,SIS L2 Along SRs,SISL2
27,22:47:04,15,137,SIS L2 Along SRs,SISL2
27,22:49:09,18,137,SIS L2 Along SRs,SISL2
27,22:51:15,17,138,SIS L2 Along SRs,SISL2
27,22:53:21,20,138,SIS L2 Along SRs,SISL2
27,22:55:26,17,138,SIS L2 Along SRs,SISL2
27,22:57:32,10,138,SIS L2 Along SRs,SISL2
27,22:59:37,12,138,SIS L2 Along SRs,SISL2
27,23:01:43,2,139,SIS L2 Along SRs,SISL2
27,23:01:44,11,139,SIS L2 Along SRs,SISL2
27,23:03:49,16,139,SIS L2 Along SRs,SISL2
27,23:05:55,2,139,SIS L2 Along SRs,SISL2
27,23:05:57,13,139,SIS L2 Along SRs,SISL2
27,23:08:00,10,139,SIS L2 Along SRs,SISL2
27,23:10:06,17,140,SIS L2 Along SRs,SISL2
27,23:12:12,13,140,SIS L2 Along SRs,SISL2
27,23:14:17,5,140,SIS L2 Along SRs,SISL2
27,23:14:18,16,140,SIS L2 Along SRs,SISL2
27,23:16:23,20,140,SIS L2 Along SRs,SISL2
27,23:18:29,17,140,SIS L2 Along SRs,SISL2
27,23:20:35,13,141,SIS L2 Along SRs,SISL2
27,23:22:40,15,141,SIS L2 Along SRs,SISL2
27,23:24:46,17,141,SIS L2 Along SRs,SISL2
27,23:26:52,14,141,SIS L2 Along SRs,SISL2
27,23:28:58,18,141,SIS L2 Along SRs,SISL2
27,23:31:03,4,142,SIS L2 Along SRs,SISL2
27,23:31:04,10,142,SIS L2 Along SRs,SISL2
27,23:33:09,15,142,SIS L2 Along SRs,SISL2
27,23:35:15,13,142,SIS L2 Along SRs,SISL2
27,23:37:21,14,142,SIS L2 Along SRs,SISL2
27,23:39:26,1,142,SIS L2 Along SRs,SISL2
27,23:39:27,13,142,SIS L2 Along SRs,SISL2
27,23:41:32,1,143,SIS L2 Along SRs,SISL2
27,23:41:33,11,143,SIS L2 Along SRs,SISL2
27,23:43:38,9,143,SIS L2 Along SRs,SISL2
27,23:45:44,11,143,SIS L2 Along SRs,SISL2
27,23:47:50,10,143,SIS L2 Along SRs,SISL2
27,23:49:56,6,143,SIS L2 Along SRs,SISL2
27,23:52:02,10,144,SIS L2 Along SRs,SISL2
27,23:54:08,9,144,SIS L2 Along SRs,SISL2
27,23:56:13,5,144,SIS L2 Along SRs,SISL2
27,23:56:14,5,144,SIS L2 Along SRs,SISL2
27,23:58:19,7,144,SIS L2 Along SRs,SISL2
27,0:00:24,3,1,SIS L2 Opposite SR 2-4,SISL2
27,0:02:46,3,1,SIS L2 Opposite SR 2-4,SISL2
27,0:05:07,2,1,SIS L2 Opposite SR 2-4,SISL2
27,0:07:29,2,1,SIS L2 Opposite SR 2-4,SISL2
27,0:09:51,2,1,SIS L2 Opposite SR 2-4,SISL2
27,0:12:13,3,1,SIS L2 Opposite SR 2-4,SISL2
27,0:14:34,1,1,SIS L2 Opposite SR 2-4,SISL2
27,0:19:17,1,1,SIS L2 Opposite SR 2-4,SISL2
27,0:21:39,3,1,SIS L2 Opposite SR 2-4,SISL2
27,0:24:00,2,1,SIS L2 Opposite SR 2-4,SISL2
27,0:26:22,3,1,SIS L2 Opposite SR 2-4,SISL2
27,0:28:44,5,1,SIS L2 Opposite SR 2-4,SISL2
27,0:31:05,1,1,SIS L2 Opposite SR 2-4,SISL2
27,0:33:27,2,1,SIS L2 Opposite SR 2-4,SISL2
27,0:35:48,4,1,SIS L2 Opposite SR 2-4,SISL2
27,0:38:10,3,1,SIS L2 Opposite SR 2-4,SISL2
27,0:40:32,2,1,SIS L2 Opposite SR 2-4,SISL2
27,0:45:15,1,1,SIS L2 Opposite SR 2-4,SISL2
27,0:49:59,1,1,SIS L2 Opposite SR 2-4,SISL2
27,0:52:21,2,1,SIS L2 Opposite SR 2-4,SISL2
27,0:54:43,3,1,SIS L2 Opposite SR 2-4,SISL2
27,0:57:04,1,1,SIS L2 Opposite SR 2-4,SISL2
27,0:59:26,2,1,SIS L2 Opposite SR 2-4,SISL2
27,1:01:48,3,1,SIS L2 Opposite SR 2-4,SISL2
27,1:04:10,2,1,SIS L2 Opposite SR 2-4,SISL2
27,1:06:32,2,1,SIS L2 Opposite SR 2-4,SISL2
27,1:08:53,3,1,SIS L2 Opposite SR 2-4,SISL2
27,1:11:15,3,1,SIS L2 Opposite SR 2-4,SISL2
27,1:13:37,2,1,SIS L2 Opposite SR 2-4,SISL2
27,1:15:59,2,1,SIS L2 Opposite SR 2-4,SISL2
27,1:18:21,1,1,SIS L2 Opposite SR 2-4,SISL2
27,1:20:42,1,1,SIS L2 Opposite SR 2-4,SISL2
27,1:23:04,1,1,SIS L2 Opposite SR 2-4,SISL2
27,1:25:26,2,1,SIS L2 Opposite SR 2-4,SISL2
27,1:27:48,2,1,SIS L2 Opposite SR 2-4,SISL2
27,1:30:09,2,1,SIS L2 Opposite SR 2-4,SISL2
27,1:32:31,2,1,SIS L2 Opposite SR 2-4,SISL2
27,1:34:53,2,1,SIS L2 Opposite SR 2-4,SISL2
27,1:37:15,2,1,SIS L2 Opposite SR 2-4,SISL2
27,1:39:36,1,1,SIS L2 Opposite SR 2-4,SISL2
27,1:41:58,1,1,SIS L2 Opposite SR 2-4,SISL2
27,1:44:19,2,1,SIS L2 Opposite SR 2-4,SISL2
27,1:46:41,2,1,SIS L2 Opposite SR 2-4,SISL2
27,1:51:24,1,1,SIS L2 Opposite SR 2-4,SISL2
27,1:53:46,2,1,SIS L2 Opposite SR 2-4,SISL2
27,1:56:08,2,1,SIS L2 Opposite SR 2-4,SISL2
27,1:58:30,2,1,SIS L2 Opposite SR 2-4,SISL2
27,2:00:51,2,1,SIS L2 Opposite SR 2-4,SISL2
27,2:03:13,1,1,SIS L2 Opposite SR 2-4,SISL2
27,2:07:57,2,1,SIS L2 Opposite SR 2-4,SISL2
27,2:10:19,2,1,SIS L2 Opposite SR 2-4,SISL2
27,2:12:41,2,1,SIS L2 Opposite SR 2-4,SISL2
27,2:15:02,3,1,SIS L2 Opposite SR 2-4,SISL2
27,2:17:24,3,1,SIS L2 Opposite SR 2-4,SISL2
27,2:19:46,1,1,SIS L2 Opposite SR 2-4,SISL2
27,2:26:52,1,1,SIS L2 Opposite SR 2-4,SISL2
27,2:36:19,2,1,SIS L2 Opposite SR 2-4,SISL2
27,2:38:41,1,1,SIS L2 Opposite SR 2-4,SISL2
27,2:41:03,1,1,SIS L2 Opposite SR 2-4,SISL2
27,2:45:47,2,1,SIS L2 Opposite SR 2-4,SISL2
27,2:48:08,4,1,SIS L2 Opposite SR 2-4,SISL2
27,2:50:30,3,1,SIS L2 Opposite SR 2-4,SISL2
27,2:52:52,1,1,SIS L2 Opposite SR 2-4,SISL2
27,2:55:13,1,1,SIS L2 Opposite SR 2-4,SISL2
27,2:57:35,2,1,SIS L2 Opposite SR 2-4,SISL2
27,2:59:56,2,1,SIS L2 Opposite SR 2-4,SISL2
27,3:02:17,2,1,SIS L2 Opposite SR 2-4,SISL2
27,3:07:03,1,1,SIS L2 Opposite SR 2-4,SISL2
27,3:09:25,2,1,SIS L2 Opposite SR 2-4,SISL2
27,3:11:47,3,1,SIS L2 Opposite SR 2-4,SISL2
27,3:14:10,2,1,SIS L2 Opposite SR 2-4,SISL2
27,3:16:32,2,1,SIS L2 Opposite SR 2-4,SISL2
27,3:18:54,3,1,SIS L2 Opposite SR 2-4,SISL2
27,3:21:16,3,1,SIS L2 Opposite SR 2-4,SISL2
27,3:23:39,2,1,SIS L2 Opposite SR 2-4,SISL2
27,3:26:01,2,1,SIS L2 Opposite SR 2-4,SISL2
27,3:28:23,3,1,SIS L2 Opposite SR 2-4,SISL2
27,3:30:45,3,1,SIS L2 Opposite SR 2-4,SISL2
27,3:33:07,4,1,SIS L2 Opposite SR 2-4,SISL2
27,3:35:29,3,1,SIS L2 Opposite SR 2-4,SISL2
27,3:37:51,3,1,SIS L2 Opposite SR 2-4,SISL2
27,3:40:13,3,1,SIS L2 Opposite SR 2-4,SISL2
27,3:42:35,4,1,SIS L2 Opposite SR 2-4,SISL2
27,3:44:57,3,1,SIS L2 Opposite SR 2-4,SISL2
27,3:47:19,2,1,SIS L2 Opposite SR 2-4,SISL2
27,3:49:41,3,1,SIS L2 Opposite SR 2-4,SISL2
27,3:52:03,3,1,SIS L2 Opposite SR 2-4,SISL2
27,3:54:24,3,1,SIS L2 Opposite SR 2-4,SISL2
27,3:56:47,3,1,SIS L2 Opposite SR 2-4,SISL2
27,3:59:09,2,1,SIS L2 Opposite SR 2-4,SISL2
27,4:01:09,2,1,SIS L2 Opposite SR 2-4,SISL2
27,4:03:09,1,1,SIS L2 Opposite SR 2-4,SISL2
27,4:05:09,1,1,SIS L2 Opposite SR 2-4,SISL2
27,4:07:09,1,1,SIS L2 Opposite SR 2-4,SISL2
27,4:09:09,1,1,SIS L2 Opposite SR 2-4,SISL2
27,4:11:09,1,1,SIS L2 Opposite SR 2-4,SISL2
27,4:13:09,1,1,SIS L2 Opposite SR 2-4,SISL2
27,4:15:09,1,1,SIS L2 Opposite SR 2-4,SISL2
27,4:17:09,1,1,SIS L2 Opposite SR 2-4,SISL2
27,4:19:09,1,1,SIS L2 Opposite SR 2-4,SISL2
27,4:21:09,2,1,SIS L2 Opposite SR 2-4,SISL2
27,4:27:09,1,1,SIS L2 Opposite SR 2-4,SISL2
27,4:29:09,1,1,SIS L2 Opposite SR 2-4,SISL2
27,4:31:09,1,1,SIS L2 Opposite SR 2-4,SISL2
27,4:33:09,3,1,SIS L2 Opposite SR 2-4,SISL2
27,4:35:09,1,1,SIS L2 Opposite SR 2-4,SISL2
27,4:37:09,1,1,SIS L2 Opposite SR 2-4,SISL2
27,4:39:09,1,1,SIS L2 Opposite SR 2-4,SISL2
27,4:45:09,1,1,SIS L2 Opposite SR 2-4,SISL2
27,4:47:09,1,1,SIS L2 Opposite SR 2-4,SISL2
27,4:49:09,1,1,SIS L2 Opposite SR 2-4,SISL2
27,4:51:09,1,1,SIS L2 Opposite SR 2-4,SISL2
27,4:53:09,1,1,SIS L2 Opposite SR 2-4,SISL2
27,5:07:10,1,1,SIS L2 Opposite SR 2-4,SISL2
27,5:09:10,1,1,SIS L2 Opposite SR 2-4,SISL2
27,5:11:10,1,1,SIS L2 Opposite SR 2-4,SISL2
27,5:13:10,1,1,SIS L2 Opposite SR 2-4,SISL2
27,5:15:10,1,1,SIS L2 Opposite SR 2-4,SISL2
27,5:17:10,1,1,SIS L2 Opposite SR 2-4,SISL2
27,5:23:10,1,1,SIS L2 Opposite SR 2-4,SISL2
27,5:25:10,1,1,SIS L2 Opposite SR 2-4,SISL2
27,5:27:10,1,1,SIS L2 Opposite SR 2-4,SISL2
27,5:29:10,1,1,SIS L2 Opposite SR 2-4,SISL2
27,5:31:10,2,1,SIS L2 Opposite SR 2-4,SISL2
27,5:33:10,1,1,SIS L2 Opposite SR 2-4,SISL2
27,5:35:11,1,1,SIS L2 Opposite SR 2-4,SISL2
27,5:37:11,2,1,SIS L2 Opposite SR 2-4,SISL2
27,5:39:11,3,1,SIS L2 Opposite SR 2-4,SISL2
27,5:41:11,3,1,SIS L2 Opposite SR 2-4,SISL2
27,5:43:11,3,1,SIS L2 Opposite SR 2-4,SISL2
27,5:45:11,2,1,SIS L2 Opposite SR 2-4,SISL2
27,5:47:11,2,1,SIS L2 Opposite SR 2-4,SISL2
27,5:49:11,2,1,SIS L2 Opposite SR 2-4,SISL2
27,5:51:11,2,1,SIS L2 Opposite SR 2-4,SISL2
27,5:53:11,2,1,SIS L2 Opposite SR 2-4,SISL2
27,5:55:11,1,1,SIS L2 Opposite SR 2-4,SISL2
27,5:57:12,1,1,SIS L2 Opposite SR 2-4,SISL2
27,5:59:12,1,1,SIS L2 Opposite SR 2-4,SISL2
27,6:01:12,2,1,SIS L2 Opposite SR 2-4,SISL2
27,6:03:12,2,1,SIS L2 Opposite SR 2-4,SISL2
27,6:05:12,2,1,SIS L2 Opposite SR 2-4,SISL2
27,6:07:12,2,1,SIS L2 Opposite SR 2-4,SISL2
27,6:09:12,2,1,SIS L2 Opposite SR 2-4,SISL2
27,6:11:12,2,1,SIS L2 Opposite SR 2-4,SISL2
27,6:13:12,2,1,SIS L2 Opposite SR 2-4,SISL2
27,6:15:12,3,1,SIS L2 Opposite SR 2-4,SISL2
27,6:17:12,3,1,SIS L2 Opposite SR 2-4,SISL2
27,6:19:12,3,1,SIS L2 Opposite SR 2-4,SISL2
27,6:21:13,2,1,SIS L2 Opposite SR 2-4,SISL2
27,6:23:13,2,1,SIS L2 Opposite SR 2-4,SISL2
27,6:27:13,1,1,SIS L2 Opposite SR 2-4,SISL2
27,6:29:13,2,1,SIS L2 Opposite SR 2-4,SISL2
27,6:31:13,2,1,SIS L2 Opposite SR 2-4,SISL2
27,6:33:13,2,1,SIS L2 Opposite SR 2-4,SISL2
27,6:35:13,2,1,SIS L2 Opposite SR 2-4,SISL2
27,6:37:13,2,1,SIS L2 Opposite SR 2-4,SISL2
27,6:39:14,2,1,SIS L2 Opposite SR 2-4,SISL2
27,6:41:14,2,1,SIS L2 Opposite SR 2-4,SISL2
27,6:43:14,1,1,SIS L2 Opposite SR 2-4,SISL2
27,6:45:14,2,1,SIS L2 Opposite SR 2-4,SISL2
27,6:47:14,3,1,SIS L2 Opposite SR 2-4,SISL2
27,6:49:14,1,1,SIS L2 Opposite SR 2-4,SISL2
27,6:57:15,3,1,SIS L2 Opposite SR 2-4,SISL2
27,6:59:15,4,1,SIS L2 Opposite SR 2-4,SISL2
27,7:01:15,2,1,SIS L2 Opposite SR 2-4,SISL2
27,7:03:15,2,1,SIS L2 Opposite SR 2-4,SISL2
27,7:05:15,2,1,SIS L2 Opposite SR 2-4,SISL2
27,7:07:15,3,1,SIS L2 Opposite SR 2-4,SISL2
27,7:09:15,2,1,SIS L2 Opposite SR 2-4,SISL2
27,7:11:16,1,1,SIS L2 Opposite SR 2-4,SISL2
27,7:13:16,1,1,SIS L2 Opposite SR 2-4,SISL2
27,7:15:16,2,1,SIS L2 Opposite SR 2-4,SISL2
27,7:17:16,1,1,SIS L2 Opposite SR 2-4,SISL2
27,7:19:16,1,1,SIS L2 Opposite SR 2-4,SISL2
27,7:21:16,1,1,SIS L2 Opposite SR 2-4,SISL2
27,7:23:16,1,1,SIS L2 Opposite SR 2-4,SISL2
27,7:25:17,1,1,SIS L2 Opposite SR 2-4,SISL2
27,7:37:18,1,1,SIS L2 Opposite SR 2-4,SISL2
27,7:39:18,1,1,SIS L2 Opposite SR 2-4,SISL2
27,7:47:19,1,1,SIS L2 Opposite SR 2-4,SISL2
27,7:49:19,2,1,SIS L2 Opposite SR 2-4,SISL2
27,7:51:19,3,1,SIS L2 Opposite SR 2-4,SISL2
27,7:53:19,2,1,SIS L2 Opposite SR 2-4,SISL2
27,7:55:20,3,1,SIS L2 Opposite SR 2-4,SISL2
27,7:59:21,1,1,SIS L2 Opposite SR 2-4,SISL2
27,8:01:20,1,1,SIS L2 Opposite SR 2-4,SISL2
27,8:03:21,2,1,SIS L2 Opposite SR 2-4,SISL2
27,8:05:21,1,1,SIS L2 Opposite SR 2-4,SISL2
27,8:07:21,1,1,SIS L2 Opposite SR 2-4,SISL2
27,8:09:22,1,1,SIS L2 Opposite SR 2-4,SISL2
27,8:11:22,2,1,SIS L2 Opposite SR 2-4,SISL2
27,8:13:22,3,1,SIS L2 Opposite SR 2-4,SISL2
27,8:15:23,4,1,SIS L2 Opposite SR 2-4,SISL2
27,8:17:23,3,1,SIS L2 Opposite SR 2-4,SISL2
27,8:19:24,5,1,SIS L2 Opposite SR 2-4,SISL2
27,8:21:24,3,1,SIS L2 Opposite SR 2-4,SISL2
27,8:23:24,3,1,SIS L2 Opposite SR 2-4,SISL2
27,8:25:24,2,1,SIS L2 Opposite SR 2-4,SISL2
27,8:25:25,4,1,SIS L2 Opposite SR 2-4,SISL2
27,8:27:25,3,1,SIS L2 Opposite SR 2-4,SISL2
27,8:29:25,1,1,SIS L2 Opposite SR 2-4,SISL2
27,8:29:26,3,1,SIS L2 Opposite SR 2-4,SISL2
27,8:31:26,4,1,SIS L2 Opposite SR 2-4,SISL2
27,8:33:27,5,1,SIS L2 Opposite SR 2-4,SISL2
27,8:35:27,4,1,SIS L2 Opposite SR 2-4,SISL2
27,8:37:27,4,1,SIS L2 Opposite SR 2-4,SISL2
27,8:39:28,4,1,SIS L2 Opposite SR 2-4,SISL2
27,8:41:28,4,1,SIS L2 Opposite SR 2-4,SISL2
27,8:43:29,5,1,SIS L2 Opposite SR 2-4,SISL2
27,8:45:30,3,1,SIS L2 Opposite SR 2-4,SISL2
27,8:47:30,4,1,SIS L2 Opposite SR 2-4,SISL2
27,8:49:30,3,1,SIS L2 Opposite SR 2-4,SISL2
27,8:49:31,1,1,SIS L2 Opposite SR 2-4,SISL2
27,8:51:31,3,1,SIS L2 Opposite SR 2-4,SISL2
27,8:53:32,5,1,SIS L2 Opposite SR 2-4,SISL2
27,8:55:32,9,1,SIS L2 Opposite SR 2-4,SISL2
27,8:57:33,9,1,SIS L2 Opposite SR 2-4,SISL2
27,8:59:33,5,1,SIS L2 Opposite SR 2-4,SISL2
27,8:59:34,4,1,SIS L2 Opposite SR 2-4,SISL2
27,9:01:34,9,1,SIS L2 Opposite SR 2-4,SISL2
27,9:03:35,9,1,SIS L2 Opposite SR 2-4,SISL2
27,9:05:35,10,1,SIS L2 Opposite SR 2-4,SISL2
27,9:07:36,10,1,SIS L2 Opposite SR 2-4,SISL2
27,9:09:36,3,1,SIS L2 Opposite SR 2-4,SISL2
27,9:09:37,1,1,SIS L2 Opposite SR 2-4,SISL2
27,9:11:37,5,1,SIS L2 Opposite SR 2-4,SISL2
27,9:13:38,6,1,SIS L2 Opposite SR 2-4,SISL2
27,9:15:39,8,1,SIS L2 Opposite SR 2-4,SISL2
27,9:17:39,10,1,SIS L2 Opposite SR 2-4,SISL2
27,9:19:40,11,1,SIS L2 Opposite SR 2-4,SISL2
27,9:21:41,8,1,SIS L2 Opposite SR 2-4,SISL2
27,9:23:41,6,1,SIS L2 Opposite SR 2-4,SISL2
27,9:25:42,7,1,SIS L2 Opposite SR 2-4,SISL2
27,9:27:43,2,1,SIS L2 Opposite SR 2-4,SISL2
27,9:27:44,3,1,SIS L2 Opposite SR 2-4,SISL2
27,9:29:44,6,1,SIS L2 Opposite SR 2-4,SISL2
27,9:31:45,11,1,SIS L2 Opposite SR 2-4,SISL2
27,9:33:46,10,1,SIS L2 Opposite SR 2-4,SISL2
27,9:35:46,5,1,SIS L2 Opposite SR 2-4,SISL2
27,9:35:47,3,1,SIS L2 Opposite SR 2-4,SISL2
27,9:37:47,5,1,SIS L2 Opposite SR 2-4,SISL2
27,9:39:48,5,1,SIS L2 Opposite SR 2-4,SISL2
27,9:41:49,10,1,SIS L2 Opposite SR 2-4,SISL2
27,9:43:50,10,1,SIS L2 Opposite SR 2-4,SISL2
27,9:45:51,10,1,SIS L2 Opposite SR 2-4,SISL2
27,9:47:51,11,1,SIS L2 Opposite SR 2-4,SISL2
27,9:49:53,11,1,SIS L2 Opposite SR 2-4,SISL2
27,9:51:53,5,1,SIS L2 Opposite SR 2-4,SISL2
27,9:53:54,7,1,SIS L2 Opposite SR 2-4,SISL2
27,9:55:55,10,1,SIS L2 Opposite SR 2-4,SISL2
27,9:57:56,8,1,SIS L2 Opposite SR 2-4,SISL2
27,9:59:57,11,1,SIS L2 Opposite SR 2-4,SISL2
27,10:01:58,10,1,SIS L2 Opposite SR 2-4,SISL2
27,10:03:59,10,1,SIS L2 Opposite SR 2-4,SISL2
27,10:06:00,7,1,SIS L2 Opposite SR 2-4,SISL2
27,10:08:01,8,1,SIS L2 Opposite SR 2-4,SISL2
27,10:10:02,10,1,SIS L2 Opposite SR 2-4,SISL2
